SIL model
P
 0.00 3.53 900.
 1.00 4.47 900.
 2.00 5.16 900.
 3.00 5.60 900.
 4.00 5.96 900.
 6.00 6.50 900.
 9.00 6.73 900.
20.00 7.20 900.
32.00 7.40 900.
90.00 8.00 900.
3500. 99.9 900.
3700. 102. 900.
S
 0.00 1.98 900.
 1.00 2.51 900.
 2.00 2.90 900.
 3.00 3.15 900.
 4.00 3.35 900.
 6.00 3.65 900.
 9.00 3.78 900.
20.00 4.04 900.
32.00 4.16 900.
90.00 4.49 900.
3500. 56.1 900.
3700. 57.3 900.

